Material No,Material Description,Matched Category,K Factor,Equipment,MTBR,Reliability_365days
360735009,FILTER CARTRIDGE,FILTER,3,,3500,0.998866483
360735009,FILTER CARTRIDGE,FILTER,3,10021128,3500,0.998866483
360735009,FILTER CARTRIDGE,FILTER,3,10135423,3500,0.998866483
360901041,HOSE HI PRESS,HOSE,2,,3500,0.989183414
360901076,DETECTOR,SENSOR,1.1,,5000,0.945359976
360901125,HOSE FLEX METAL,HOSE,2,,3500,0.989183414
360901139,PAD BEARING,BEARING,2.5,,3500,0.996494099
360901337,MANOMETER,SENSOR,1.1,,5000,0.945359976
360901399,COUPLING PIPE,PIPE,2.1,,3500,0.991362467
360901552,ELEMENT OIL FILTER,OIL/CHEMICAL,1.2,,3500,0.93579915
360901760,COUPLING     ZURN  FV-101,COUPLING,2.3,,3500,0.994495485
360901851,SCREW SOCKET,SOCKET,1.2,,3500,0.93579915
360911003,WASHER TAB DOUBLE,WASHER,2.2,,3500,0.99310407
360911043,WASHER TAB DOUBLE,WASHER,2.2,,3500,0.99310407
360911142,WASHER PLAIN,WASHER,2.2,,3500,0.99310407
360911340,WASHER TAB,WASHER,2.2,,3500,0.99310407
360911433,NUT,NUT,2.5,,3500,0.996494099
360911620,WASHER SPRING,WASHER,2.2,,3500,0.99310407
360911817,NUT,NUT,2.5,,3500,0.996494099
360911848,COVER BLEED VALVE OUTLET FACING,VALVE,2.2,,3500,0.99310407
360912439,NUT RING SLOTTED,NUT,2.5,,3500,0.996494099
360912721,NUT,NUT,2.5,,3500,0.996494099
360913620,WASHER JOINT CLIP DETECTOR,WASHER,2.2,,3500,0.99310407
360916320,GASKET COVER TO HSG,GASKET,2,,3500,0.989183414
360933094,STUD BOLT FOR M16X2X370,BOLT,2.5,,3500,0.996494099
360933094,STUD BOLT FOR M16X2X370,BOLT,2.5,10044939,3500,0.996494099
360933179,SEAL RING WITH P/N (INNER),SEAL,2,10044933,3500,0.989183414
360933179,SEAL RING WITH P/N (INNER),SEAL,2,10044939,3500,0.989183414
360933209,LOCK NUT,NUT,2.5,10044939,3500,0.996494099
360933270,WASHER,WASHER,2.2,,3500,0.99310407
360933285,SEAL RING WITH PIN (INNER),SEAL,2,,3500,0.989183414
360933285,SEAL RING WITH PIN (INNER),SEAL,2,10044939,3500,0.989183414
360933285,SEAL RING WITH PIN (INNER),SEAL,2,10044944,3500,0.989183414
360933289,SEAL RING WITH PIN (OUTER),SEAL,2,,3500,0.989183414
360933289,SEAL RING WITH PIN (OUTER),SEAL,2,10044939,3500,0.989183414
360933289,SEAL RING WITH PIN (OUTER),SEAL,2,10044944,3500,0.989183414
361444192,BALL BEARING,BEARING,2.5,,3500,0.996494099
361444200,RING GEAR,GEAR,3,,3500,0.998866483
361444302,HYDRAULIC STARTER,PUMP,2,10044758,7000,0.997284815
361444302,HYDRAULIC STARTER,PUMP,2,10199098,7000,0.997284815
361444305,HAND PUMP,PUMP,2,,7000,0.997284815
361444305,HAND PUMP,PUMP,2,10044889,7000,0.997284815
361444310,ENGINE CONTROL CABLE 18,CABLE,1.2,,20000,0.991839115
361444316,TACH CABLE,CABLE,1.2,,20000,0.991839115
361444448,KIT HOSE GAUGE PANLE,HOSE,2,10044895,3500,0.989183414
362303231,NON RETURN VALVE,VALVE,2.2,,3500,0.99310407
362304063,TUBE OIL FILTER ELEMENT,OIL/CHEMICAL,1.2,,3500,0.93579915
362304099,L.O. PR. RELIEF VALVE,VALVE,2.2,,3500,0.99310407
362304261,IGNITER CABLE NO. 2 CC,CABLE,1.2,,20000,0.991839115
362304263,IGNITER CABLE NO. 4 CC,CABLE,1.2,,20000,0.991839115
362304371,SILICON GREASE,OIL/CHEMICAL,1.2,,3500,0.93579915
362304444,SAND TRAP FILTER,FILTER,3,,3500,0.998866483
362304744,SPRING WASHER  3/8,WASHER,2.2,,3500,0.99310407
362304745,SPRING WASHER,WASHER,2.2,,3500,0.99310407
362304757,NUT 3/8 UNF,NUT,2.5,,3500,0.996494099
362304757,NUT 3/8 UNF,NUT,2.5,10044810,3500,0.996494099
362304758,NUT 1/2 UNF,NUT,2.5,,3500,0.996494099
362412802,NUT LOCKING,NUT,2.5,,3500,0.996494099
362559012,SCREEN,DISPLAY,1.1,10044889,3500,0.920180496
362901120,HOSE HI PRESS,HOSE,2,,3500,0.989183414
362901121,HOSE HI PRESS,HOSE,2,,3500,0.989183414
362910110,CHECK VALVE,VALVE,2.2,,3500,0.99310407
362910126,PRESSURE CONTROL VALVE (ONLYEL,VALVE,2.2,,3500,0.99310407
362910162,NUT TWELVE P T,NUT,2.5,,3500,0.996494099
362910162,NUT TWELVE P T,NUT,2.5,10141926,3500,0.996494099
362910164,COUPLING FLEXIBLE,COUPLING,2.3,,3500,0.994495485
362910194,COUPLING,COUPLING,2.3,,3500,0.994495485
362910194,COUPLING,COUPLING,2.3,10044939,3500,0.994495485
363101169,ST STEEL TAB WASHER 1/4,WASHER,2.2,,3500,0.99310407
363101666,SOLENOID VALVE,VALVE,2.2,,3500,0.99310407
363201217,RESTRICTOR FUEL PIPE-TO BORNER,PUMP,2,,7000,0.997284815
363204270,INSTRUMENT VALVE,VALVE,2.2,,3500,0.99310407
363205097,STUB SHAFT,PIPE,2.1,,3500,0.991362467
363205424,SEAL RING,SEAL,2,,3500,0.989183414
363233023,KEY (THRUST COLLAR),GEAR,3,,3500,0.998866483
363233023,KEY (THRUST COLLAR),GEAR,3,10044939,3500,0.998866483
363233076,BOLT,BOLT,2.5,,3500,0.996494099
363233080,HEXAGON NUT,NUT,2.5,,3500,0.996494099
363233084,BOLT(ZRU-20A-39/22),BOLT,2.5,10044939,3500,0.996494099
363233089,SEAL RING(ZRU-32A-06/U0),SEAL,2,,3500,0.989183414
363233090,WASHER(ZRU-31A-40/12),WASHER,2.2,10044939,3500,0.99310407
363233091,BOLT,BOLT,2.5,,3500,0.996494099
363233141,BOLT(SKT HD),BOLT,2.5,,3500,0.996494099
363233340,BOLT(SKT HD),BOLT,2.5,,3500,0.996494099
363244795,SLEEVE GASKET (1X2X10 HHS),GASKET,2,,3500,0.989183414
363332840,BOLT SOCKET HEAD,SOCKET,1.2,,3500,0.93579915
363332862,BOLT   (SOCKET NEAD),SOCKET,1.2,,3500,0.93579915
363332986,JACK PLUG,PUMP,2,,7000,0.997284815
363333017,SEAL RING,SEAL,2,10044939,3500,0.989183414
363333018,BOLT (SOCKET HEAD),BOLT,2.5,,3500,0.996494099
363416266,IN-LINE LUBRICATOR,LUBRICANT,3,10044886,3500,0.998866483
363416266,IN-LINE LUBRICATOR,LUBRICANT,3,10044889,3500,0.998866483
365001116,WASHER JOINT,WASHER,2.2,,3500,0.99310407
365001303,NUT CASTLE,NUT,2.5,,3500,0.996494099
365661157,GAUGE OIL PRESSURE,OIL/CHEMICAL,1.2,,3500,0.93579915
365661207,HYDRA STARTER VALVE FOOT,VALVE,2.2,10044755,3500,0.99310407
365661207,HYDRA STARTER VALVE FOOT,VALVE,2.2,10044889,3500,0.99310407
365661207,HYDRA STARTER VALVE FOOT,VALVE,2.2,10199090,3500,0.99310407
367510000,COMPLETE MECH. SEAL WITH SLEEVE & GLAND*,SEAL,2,,3500,0.989183414
368207046,OIL THROWER NON DRIVE END,OIL/CHEMICAL,1.2,10044725,3500,0.93579915
368410017,SLEEVE GASKET,GASKET,2,,3500,0.989183414
368410026,IMPELLER WASHER,WASHER,2.2,,3500,0.99310407
368410028,CASING GASKET,GASKET,2,,3500,0.989183414
370204142,VALVE FOOT,VALVE,2.2,,3500,0.99310407
370204234,BALL BEARING,BEARING,2.5,10044755,3500,0.996494099
370204234,BALL BEARING,BEARING,2.5,10044758,3500,0.996494099
370204248,ROLLER BEARING,BEARING,2.5,10044758,3500,0.996494099
370204360,GAUGE WATER TEMPERATURE,PRESSURE GAUGE,1.8,,5000,0.991045745
370205180,SIGHT GAUGE FUEL,GAUGE,1.1,,3500,0.920180496
370206183,VALVE EXHAUL,VALVE,2.2,,3500,0.99310407
370208506,OUT PUT SUN GEAR,GEAR,3,,3500,0.998866483
370210092,ENGINE CONTROL CABLE,CABLE,1.2,,20000,0.991839115
370212524,VALVE LOAD/AUX CONTROL,VALVE,2.2,10044886,3500,0.99310407
370212524,VALVE LOAD/AUX CONTROL,VALVE,2.2,10044889,3500,0.99310407
370214561,CABLE CLEVIS,CABLE,1.2,10135516,20000,0.991839115
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10045098,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10106173,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10125093,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131705,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131760,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131763,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131764,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131841,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131844,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131846,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10131856,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10143860,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10166043,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10198289,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10198346,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10198390,3500,0.996494099
380277007,"FLANGE BEARING 2 15/16"" F48-K-215-R",BEARING,2.5,10198410,3500,0.996494099
380526539,THERMAL OVRELOAD RELAY 160-25A,ELECTRICAL RELAY,2.5,,3500,0.996494099
388352002,WATER TUBE,PIPE,2.1,,3500,0.991362467
390000102,INDICATING RELAY,RELAY,1.2,,10000,0.981350384
390000171,"PILOT/PILOT VALVE 3W,1/4""NPT,",VALVE,2.2,,3500,0.99310407
390000172,"GAS REGULATOR 1/4""NPT 0-10 KG/CM2",GASKET,2,,3500,0.989183414
390000173,"PILOT VALVE 3-WAY, 1/4""NPT, NC,316SS",VALVE,2.2,,3500,0.99310407
390000262,THERMAL DETECTOR,SENSOR,1.1,,5000,0.945359976
390000357,PNEUMATIC INDICATING RELAY,ELECTRICAL RELAY,2.5,,3500,0.996494099
390000358,COIL FOR SOLENOID VALVE,OIL/CHEMICAL,1.2,,3500,0.93579915
390000362,SOLENOID VALVE,VALVE,2.2,,3500,0.99310407
390000376,"PUMP SILICON GREASE;TUBE, LUBRICANT 1/3*",OIL/CHEMICAL,1.2,,3500,0.93579915
390000395,VALVE SOLENOID,VALVE,2.2,,3500,0.99310407
390000396,"PRESSOR SENSOR,0.25"" PISTON SENSOR",SENSOR,1.1,,5000,0.945359976
390000397,"PRESSOR SENSOR, 1.25"" PISTON SENSOR",SENSOR,1.1,,5000,0.945359976
390000400,AIR FILTER REGULATOR,FILTER,3,,3500,0.998866483
390000443,PNEUMATIC INDICATING RELAY-SM06-FOI-R-L*,ELECTRICAL RELAY,2.5,,3500,0.996494099
390000444,"FILTER REGULATOR-(1/2"")-SH12-FR-SR-AD-1*",FILTER,3,,3500,0.998866483
390000445,3 WAY NC PUSH BUTTON VALVE-SJJE06-M2-32*,VALVE,2.2,,3500,0.99310407
390000446,3 WAY NC RESET VALVE WITH INDICATOR WIT*,VALVE,2.2,,3500,0.99310407
390000447,3 WAY NC RESET VALVE WITH INDICATOR,VALVE,2.2,,3500,0.99310407
390000448,2 WAY NO HYDRAULIC DUMP VALVE,VALVE,2.2,,3500,0.99310407
390000450,3 WAY HYDRAULIC DUMP VALVE,VALVE,2.2,,3500,0.99310407
390000452,"SHUTTLE VALVE S12-SV WITH 1/2""NACE",VALVE,2.2,,3500,0.99310407
390000494,"PANEL MOUNTED,LIQUID FILLED GAUGE-RANGE*",GAUGE,1.1,,3500,0.920180496
390000495,"PANEL MOUNTED,LIQUID FILLED PRESS GAUGE*",PRESSURE GAUGE,1.8,,5000,0.991045745
390000497,"PANEL MOUNTED,LIQUID FILLED PRESS GAUGE*",PRESSURE GAUGE,1.8,,5000,0.991045745
390000498,"PANEL MOUNTED,LIQUID FILLED PRESS GAUGE*",PRESSURE GAUGE,1.8,,5000,0.991045745
390000501,"PANEL MOUNTED,LIQUID FILLED PRESS GAUGE*",PRESSURE GAUGE,1.8,,5000,0.991045745
390000697,2 WAY TEMPERATURE SENSING VALVE,VALVE,2.2,,3500,0.99310407
390000698,TEMPERATURE SWITCH SINGLE STEP,SWITCH,1.3,,10000,0.986570861
390000699,2 WAY TEMPERATURE SENSING VALVE,VALVE,2.2,,3500,0.99310407
390000700,OVERSPEED SENSING VALVE,VALVE,2.2,,3500,0.99310407
390000701,"1"" THREADED C VALVE (RANGE 54-65 DEG C)",VALVE,2.2,,3500,0.99310407
390000704,HALLIBURTONU+00AE SURFACE SAFETY SENSOR*,SENSOR,1.1,,5000,0.945359976
390000707,HALLIBURTONU+00AE SURFACE SAFETY SENSOR*,SENSOR,1.1,,5000,0.945359976
390000714,"PRESSURE REGULATOR, 0.3 TO 10.3 BAR, 1/*",PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390000716,"PRESSURE REGULATOR, 0.3 TO 7 BAR, 1/4""",PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390000721,SOLENOID VALVE,VALVE,2.2,,3500,0.99310407
390000891,MANUAL ESD VALVE,VALVE,2.2,,3500,0.99310407
390000897,QUICK EXHAUST VALVE,VALVE,2.2,,3500,0.99310407
390000900,3 WAY NC RESET/PILOT/MANUAL VALVE WITH *,VALVE,2.2,,3500,0.99310407
390000901,"1/4"" SHUTTLE VALVE",VALVE,2.2,,3500,0.99310407
390000943,PRESSURE GUAGE;MODEL 233.50;CL:1.6;SIZE*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000944,PRESSURE GUAGE;MODEL 233.50;CL:1.6;SIZE*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000945,PRESSURE GUAGE;MODEL 233.50;CL:1.6;SIZE*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000946, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000947, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000948, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000949, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000950, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000951, MASTER PRESSURE GUAGE;MODEL 312.20;CL:*,PRESSURE GAUGE,1.8,,5000,0.991045745
390000994,"DIFF PR GAUGE(0-1KG/CM2),NACE",GAUGE,1.1,,3500,0.920180496
390000995,"PR. GAUGE, SIZE 150 MM (0-60KG/CM2), NA*",GAUGE,1.1,,3500,0.920180496
390000996,"PR GAUGE (0-250KG/CM2), SIZE 150 MM,NACE",GAUGE,1.1,,3500,0.920180496
390001066,"AIR FILTER REGULATOR(1/4"")",FILTER,3,,3500,0.998866483
390001067,"AIR FILTER REGULATOR(1/2"")",FILTER,3,,3500,0.998866483
390001103,"PRESSURE REGULATOR1/4""(1-10KG/CM2)",PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390001104,"AIR FILTER REGULATOR 1/2"" AUTO DRAIN",PUMP,2,,7000,0.997284815
390001105,"AIR FILTER REGULATOR 1/2"" MANUAL DRAIN",PUMP,2,,7000,0.997284815
390001107,"AIR FILTER REGULATOR 3/4"" MANUAL DRAIN",PUMP,2,,7000,0.997284815
390001256,3 WAY NC PILOT VALVE-PV1,VALVE,2.2,,3500,0.99310407
390001259,CHECK VALVE-CV1,VALVE,2.2,,3500,0.99310407
390001261,SOLENOID VALVE-EV1,VALVE,2.2,,3500,0.99310407
390001262,FLOW CONTROL VALVE-FC1,VALVE,2.2,,3500,0.99310407
390001269,PRESSURE PILOT SWITCH-PP1,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390001270,PRESSURE PILOT SWITCH-PP2,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390001320,MANUAL FSD VALVE PANEL MOUNT NACE  BLAC*,VALVE,2.2,,3500,0.99310407
390001378,BALL VALVE,VALVE,2.2,,3500,0.99310407
390001379,CHECK VALVE,VALVE,2.2,,3500,0.99310407
390001380,RELIEF VALVE,VALVE,2.2,,3500,0.99310407
390001389,BALL VALVE,VALVE,2.2,,3500,0.99310407
390001390,BALL VALVE,VALVE,2.2,,3500,0.99310407
390001391,BALL VALVE,VALVE,2.2,,3500,0.99310407
390001392,BALL VALVE,VALVE,2.2,,3500,0.99310407
390001395,HYDRAULIC VALVE,VALVE,2.2,,3500,0.99310407
390001396,HYDRAULIC VALVE,VALVE,2.2,,3500,0.99310407
390001397,NEEDLE VALVE,VALVE,2.2,,3500,0.99310407
390001398,TWO VALVE INSTRUMENT MANIFOLD,VALVE,2.2,,3500,0.99310407
390001508,PRESSURE GAUGE  (0-100 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001509,PRESSURE GAUGE (0-25 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001510,PRESSURE GAUGE (0-40 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001511,PRESSURE GAUGE (0-250 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001512,PRESSURE GAUGE (0-16 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001513,PRESSURE GAUGE  (0-2.5 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001514,PRESSURE GAUGE (0-1.6 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001515,PRESSURE GAUGE  (0-4 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001516,PRESSURE GAUGE  (0-160 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001517,PRESSURE GAUGE (0-25 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001518,PRESSURE GAUGE  (0-40 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001519,PRESSURE GAUGE  (0-160 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001520,PRESSURE GAUGE (0-16 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001521,PRESSURE GAUGE  (0-2.5 KG/CM2)),PRESSURE GAUGE,1.8,,5000,0.991045745
390001522,PRESSURE GAUGE  (0-1.6 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001523,PRESSURE GAUGE  (0-4 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001524,PRESSURE GAUGE (0-100%)(0.2-1.0 KG/CM,PRESSURE GAUGE,1.8,,5000,0.991045745
390001526,PRESSURE GAUGE (0-60 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001527,PRESSURE GAUGE (0-60 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001528,PRESSURE GAUGE (0-60 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390001529,PRESSURE GAUGE  (0-100 KG/CM2),PRESSURE GAUGE,1.8,,5000,0.991045745
390003042,CONNECTOR PROTECTOR KIT,CONNECTOR,1.2,,3500,0.93579915
390006024,Manual Shut Off Valve,VALVE,2.2,,3500,0.99310407
390231007,SMOKE SENSOR WITH BASE,SENSOR,1.1,,5000,0.945359976
390231008,THERMAL SENSOR WITH BASE,SENSOR,1.1,,5000,0.945359976
390238008,CONST PRESS. RELEASE VALVE,VALVE,2.2,,3500,0.99310407
390243002,THERMAL DETECTOR,SENSOR,1.1,,5000,0.945359976
390257043,EXTENSION CABLE,CABLE,1.2,,20000,0.991839115
390285015,PICK UP COIL,OIL/CHEMICAL,1.2,,3500,0.93579915
390318026,Pressure Sensor,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
390318029,VIBRATION SENSOR.,SENSOR,1.1,,5000,0.945359976
390318031,INDICATING RELAY,RELAY,1.2,,10000,0.981350384
390326042,SEAL KIT FOR DFB60-28425,SEAL,2,,3500,0.989183414
390476020,"1/4""FILTER/REGU ,316SS,250PSI MWP",FILTER,3,,3500,0.998866483
390488024,PILOT VALVE WITH RESET,VALVE,2.2,,3500,0.99310407
390525035,SOLENOID VALVE 3 WAY AUTOMATIC,VALVE,2.2,,3500,0.99310407
390886003,SOLENIOD VALVE 24VDC,VALVE,2.2,,3500,0.99310407
390886004,SOLENIOD VALVE 24VDC,VALVE,2.2,,3500,0.99310407
391003002,HYDRAULIC PUMP GAS DRIVE SEAL KIT,PUMP,2,,7000,0.997284815
391003005,PUMP REPAIR BALL FOR CHECK VALVE,VALVE,2.2,,3500,0.99310407
391003006,PUMP REPAIR SPRING-CHECK VALVE,VALVE,2.2,,3500,0.99310407
395066313,SIGMA PANIC VALVE,VALVE,2.2,,3500,0.99310407
395067195,HASKEL PUMP W/MANUAL ATT,PUMP,2,,7000,0.997284815
395068292,SOLENOID VALVE VERSA,VALVE,2.2,,3500,0.99310407
398716570,EXTENSION CABLE 4MT ARMOURED,CABLE,1.2,,20000,0.991839115
398804246,PUMP SEAL KIT,PUMP,2,,7000,0.997284815
400000401,TEMPERATURE VALVE,VALVE,2.2,,3500,0.99310407
400000715,HC SENSOR(C-SERIES),SENSOR,1.1,,5000,0.945359976
400000832,"UV/IR TEST LAMP WITH UNIVERSAL CHARGER,*",LIGHT,1,,3500,0.900967841
400001078,8 POINT RELAY MODULE,RELAY,1.2,,10000,0.981350384
400001080,FIRE AND GAS CONTROLLER,GASKET,2,,3500,0.989183414
400001294,DISPLAY CONTROL MODULE,DISPLAY,1.1,,3500,0.920180496
400001514,SEARCH FLAME 16 UV/IR VISIBLE OPTICAL F*,LIGHT,1,,3500,0.900967841
400001603,THERMAL DETECTORS,SENSOR,1.1,,5000,0.945359976
400100002,H2S SENSOR,SENSOR,1.1,,5000,0.945359976
400113041,HC SENSOR,SENSOR,1.1,,5000,0.945359976
400158003,H2S GAS SENSOR FOR TG,SENSOR,1.1,,5000,0.945359976
400202010,UV SENSORS,SENSOR,1.1,,5000,0.945359976
400223008,UV TORCH,LAMP,1,,3500,0.900967841
400526161,RING GEAR ADAPTER,GEAR,3,,3500,0.998866483
404014391,ROLLET BEARING,BEARING,2.5,,3500,0.996494099
404014488,HOSE ASSY,HOSE,2,10199095,3500,0.989183414
410125260,REAMER BOLT,BOLT,2.5,10045108,3500,0.996494099
420000113,"COUPLING, VIC 1-1/2""",COUPLING,2.3,10107110,3500,0.994495485
420000115,"COUPLING, VIC 2""",COUPLING,2.3,10107110,3500,0.994495485
420000775,LIMIT SWITCH,SWITCH,1.3,,10000,0.986570861
420000778,"COIL FOR WATER SOLENOID VALVE 1""",OIL/CHEMICAL,1.2,,3500,0.93579915
420000779,RELAY WITH BASE,RELAY,1.2,,10000,0.981350384
420000779,RELAY WITH BASE,RELAY,1.2,10152590,10000,0.981350384
420000780,"WATER SOLENOID VALVE 1""",VALVE,2.2,,3500,0.99310407
420000782,3 WAY SOLENOID VALVE,VALVE,2.2,,3500,0.99310407
420000785,DRAIN VALVE USA MAKE,VALVE,2.2,,3500,0.99310407
420000785,DRAIN VALVE USA MAKE,VALVE,2.2,10152591,3500,0.99310407
420000788,DOOR GASKET,GASKET,2,,3500,0.989183414
420000790,ROCKER SWITCH,SWITCH,1.3,,10000,0.986570861
420000802,HRC FUSE BASE,FUSE,1,,10000,0.964158094
420000803,HRC FUSE LINKS-2 AMP,FUSE,1,,10000,0.964158094
420081061,DP SWITCH(.25-1.6KG/CM2),SWITCH,1.3,,10000,0.986570861
420137588,DISCHARGE DAMPNER,HOSE,2,,3500,0.989183414
420633152,"VALVE BALL 1/4""",VALVE,2.2,10107110,3500,0.99310407
420633158,VALVE CHECK,VALVE,2.2,10107110,3500,0.99310407
422438012,OIL SEAL,OIL/CHEMICAL,1.2,,3500,0.93579915
426016073,GLYCOL FILTER ELEMENT,FILTER ELEMENT,1.2,,3500,0.93579915
426016076,HOT OIL FILTER ELEMENT,OIL/CHEMICAL,1.2,10045860,3500,0.93579915
