Plant,Material,Storage location,Key,MRP Controller,MRP Type,Material type,Material Group,Val. stock,Val. stock,ValStckVal,ValStckVal,CnsgtStock,CnsgtStock,Val.Stock in May 2025,Increase
"11F2 SHP Process Complex, UT OFFSHO",220045428 TURBINE EXHAUST DUCT,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220045428 TURBINE EXHAUST DUCT11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,42813.3,INR,0,NO,"42,813.30",0
"11F2 SHP Process Complex, UT OFFSHO",211558882 HOSE ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211558882 HOSE ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"42,521.44",42521.44
"11F2 SHP Process Complex, UT OFFSHO",221358425 GASKET,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358425 GASKET11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,7,NO,42510.59,INR,0,NO,"42,510.59",0
"11F2 SHP Process Complex, UT OFFSHO",360561056 CABLE ENGINE CONTROL 21FT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360561056 CABLE ENGINE CONTROL 21FT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,2,NO,42262.31,INR,0,NO,"42,262.31",0
"11F2 SHP Process Complex, UT OFFSHO",211517529 BRACKET ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211517529 BRACKET ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"42,231.50",42231.5
"11F2 SHP Process Complex, UT OFFSHO",220039556 FLEX INPUT/OUTPUT TERMINAL BLOCK,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220039556 FLEX INPUT/OUTPUT TERMINAL BLOCK11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"42,183.91",42183.91
"11F2 SHP Process Complex, UT OFFSHO",220039841 GMI INTERNATIONAL MODEL PPC 1090- POCKE*,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220039841 GMI INTERNATIONAL MODEL PPC 1090- POCKE*11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"42,098.41",42098.41
"11F2 SHP Process Complex, UT OFFSHO","140606046  HOSE PIPE 1"" (DUNLOP)",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO140606046  HOSE PIPE 1"" (DUNLOP)11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,2,NO,41904.28,INR,0,NO,"41,904.28",0
"11F2 SHP Process Complex, UT OFFSHO",140006935 WIRE ROPE SLING SAFETY SLING ROPE SIZE:*,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO140006935 WIRE ROPE SLING SAFETY SLING ROPE SIZE:*11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,0,NO,0,INR,0,NO,"41,852.00",41852
"11F2 SHP Process Complex, UT OFFSHO",140001355 BEARING 22319E CYLINDERICAL ROLLER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO140001355 BEARING 22319E CYLINDERICAL ROLLER11F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,0,NO,0,INR,0,NO,"41,714.24",41714.24
"11F2 SHP Process Complex, UT OFFSHO","154002500 PRESSURE GAUGE 0-200KG/CMS SS316 6""DL 1*",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO154002500 PRESSURE GAUGE 0-200KG/CMS SS316 6""DL 1*11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"41,580.00",41580
"11F2 SHP Process Complex, UT OFFSHO",270008717 O-RING SEAL,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008717 O-RING SEAL11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,33,NO,41574.86,INR,0,NO,"41,574.86",0
"11F2 SHP Process Complex, UT OFFSHO",281062213 CENTER BEARING,11F2,"11F2 SHP Process Complex, UT OFFSHO281062213 CENTER BEARING11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,2,NO,27517.26,INR,0,NO,"41,463.20",13945.94
"11F2 SHP Process Complex, UT OFFSHO",220060065 SEAL ACCESSORIES STEM FIRE SEAL,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220060065 SEAL ACCESSORIES STEM FIRE SEAL11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,3,NO,41011.37,INR,0,NO,"41,011.37",0
"11F2 SHP Process Complex, UT OFFSHO","220103124 REGULATOR, PRESSURE",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103124 REGULATOR, PRESSURE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"40,881.64",40881.64
"11F2 SHP Process Complex, UT OFFSHO",220051460 REDRESS KIT FOR BLANKING PLUG ASSEMBLY *,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051460 REDRESS KIT FOR BLANKING PLUG ASSEMBLY *11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,7,ST,40571.33,INR,0,ST,"40,571.33",0
"11F2 SHP Process Complex, UT OFFSHO",150007750 DIFF PRESS TRANSMITTER 0-1 KG/CM2 C276,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO150007750 DIFF PRESS TRANSMITTER 0-1 KG/CM2 C27611F2FN25                       Maint.Spares",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"40,520.00",40520
"11F2 SHP Process Complex, UT OFFSHO",360735022 INTER CONNECTING CABLE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360735022 INTER CONNECTING CABLE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,4,NO,40162.39,INR,0,NO,"40,162.39",0
"11F2 SHP Process Complex, UT OFFSHO",220042770 NEEDLE VALVE,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220042770 NEEDLE VALVE11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"40,138.41",40138.41
"11F2 SHP Process Complex, UT OFFSHO",211558883 HOSE ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211558883 HOSE ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"39,859.08",39859.08
"11F2 SHP Process Complex, UT OFFSHO",210024730 INJECTOR ASSY,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210024730 INJECTOR ASSY11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",24,NO,39789.77,INR,0,NO,"39,789.77",0
"11F2 SHP Process Complex, UT OFFSHO","361444112 HOSE ASSY 12""",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO361444112 HOSE ASSY 12""11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,14,NO,39749.36,INR,0,NO,"39,749.36",0
"11F2 SHP Process Complex, UT OFFSHO",211100199 TACHOMETER,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211100199 TACHOMETER11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"39,223.93",39223.93
"11F2 SHP Process Complex, UT OFFSHO",220083785 DIODE ORING,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220083785 DIODE ORING11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"38,828.52",38828.52
"11F2 SHP Process Complex, UT OFFSHO",220083785 DIODE ORING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220083785 DIODE ORING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,34084.91,INR,0,NO,"38,828.52",4743.61
"11F2 SHP Process Complex, UT OFFSHO",220022258 PIN,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220022258 PIN11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"38,594.65",38594.65
"11F2 SHP Process Complex, UT OFFSHO",330003292 TONER CARTRIDGE BLACK,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO330003292 TONER CARTRIDGE BLACK11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,33        Spare-Computer h/w,0,NO,0,INR,0,NO,"38,458.58",38458.58
"11F2 SHP Process Complex, UT OFFSHO","153101017 1/2"" ODTT X 1/2"" ODTT  SS316 DFCOMP UNIO",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO153101017 1/2"" ODTT X 1/2"" ODTT  SS316 DFCOMP UNIO11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"38,250.22",38250.22
"11F2 SHP Process Complex, UT OFFSHO",280015675 CHARGE UP SWITCH,11F2NP26                       NH-PEL-26,"11F2 SHP Process Complex, UT OFFSHO280015675 CHARGE UP SWITCH11F2NP26                       NH-PEL-26",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"38,054.46",38054.46
"11F2 SHP Process Complex, UT OFFSHO",360433392 CONTROL VALVE PACKAGE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO360433392 CONTROL VALVE PACKAGE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"37,905.28",37905.28
"11F2 SHP Process Complex, UT OFFSHO",270008721 O-RING SEAL,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008721 O-RING SEAL11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,18,NO,37780.37,INR,0,NO,"37,780.37",0
"11F2 SHP Process Complex, UT OFFSHO",270006675 EXHAUST BELLOW,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270006675 EXHAUST BELLOW11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,3,NO,37725.53,INR,0,NO,"37,725.53",0
"11F2 SHP Process Complex, UT OFFSHO",140334025 SAFETY SLING 20MM X(6X24)CORE 10FT.,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO140334025 SAFETY SLING 20MM X(6X24)CORE 10FT.11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,0,NO,0,INR,0,NO,"37,710.00",37710
"11F2 SHP Process Complex, UT OFFSHO",280007037 MEMORY CARD 512K,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO280007037 MEMORY CARD 512K11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,1,NO,37666.71,INR,0,NO,"37,666.71",0
"11F2 SHP Process Complex, UT OFFSHO",211543361 TUBE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211543361 TUBE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"37,201.86",37201.86
"11F2 SHP Process Complex, UT OFFSHO",220008077 COUPLING SPACER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220008077 COUPLING SPACER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,222837.17,INR,0,NO,"37,139.53",-185697.64
"11F2 SHP Process Complex, UT OFFSHO",220073751 POWER SUPPLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220073751 POWER SUPPLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,31317.92,INR,0,NO,"37,128.91",5810.99
"11F2 SHP Process Complex, UT OFFSHO",320632538 RING GASKET RX 39 S304,11F2NP17                       NH-PEL-17,"11F2 SHP Process Complex, UT OFFSHO320632538 RING GASKET RX 39 S30411F2NP17                       NH-PEL-17",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,10,NO,38403.49,INR,0,NO,"37,056.77",-1346.72
"11F2 SHP Process Complex, UT OFFSHO",270008727 O-RING SEAL,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008727 O-RING SEAL11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,20,NO,36863.07,INR,0,NO,"36,863.07",0
"11F2 SHP Process Complex, UT OFFSHO",210032567 KIT GASKET,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210032567 KIT GASKET11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"36,617.56",36617.56
"11F2 SHP Process Complex, UT OFFSHO",211563199 CLAMP ASSEMBLY,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211563199 CLAMP ASSEMBLY11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"36,495.52",36495.52
"11F2 SHP Process Complex, UT OFFSHO",150000183 BEAN CERAMIC LINED 8MM,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO150000183 BEAN CERAMIC LINED 8MM11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,5,NO,36325,INR,0,NO,"36,325.00",0
"11F2 SHP Process Complex, UT OFFSHO",211562992 CLIP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211562992 CLIP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",20,NO,36965.98,INR,0,NO,"36,230.11",-735.87
"11F2 SHP Process Complex, UT OFFSHO",211541791 BOLT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211541791 BOLT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"36,226.36",36226.36
"11F2 SHP Process Complex, UT OFFSHO",220051466 REDRESS KIT FOR STANDING VALVE ASSY FOR*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051466 REDRESS KIT FOR STANDING VALVE ASSY FOR*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,9,ST,40733.92,INR,0,ST,"36,207.93",-4525.99
"11F2 SHP Process Complex, UT OFFSHO",211572764 TUBE ASSEM,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211572764 TUBE ASSEM11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"36,147.78",36147.78
"11F2 SHP Process Complex, UT OFFSHO",220078458 MODBUS TERMINAL BLOCK FOR SERIAL COMM,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220078458 MODBUS TERMINAL BLOCK FOR SERIAL COMM11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,36134.51,INR,0,NO,"36,134.51",0
"11F2 SHP Process Complex, UT OFFSHO",330000889 BLACK CARTRIDGE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO330000889 BLACK CARTRIDGE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,33        Spare-Computer h/w,0,NO,0,INR,0,NO,"36,097.13",36097.13
"11F2 SHP Process Complex, UT OFFSHO",380155002 LOW PROFILE LIGHT HEAD - RED COLOUR,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO380155002 LOW PROFILE LIGHT HEAD - RED COLOUR11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,38        Electrical-MumbaiOP,8,NO,36054.32,INR,0,NO,"36,054.32",0
"11F2 SHP Process Complex, UT OFFSHO",211519414 TUBE ASSEMBLY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO211519414 TUBE ASSEMBLY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",2,NO,36431.58,INR,0,NO,"35,706.44",-725.14
"11F2 SHP Process Complex, UT OFFSHO",280005165 VALVE LIFTER SPRING,11F2,"11F2 SHP Process Complex, UT OFFSHO280005165 VALVE LIFTER SPRING11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,318,NO,269762.22,INR,0,NO,"35,632.32",-234129.9
"11F2 SHP Process Complex, UT OFFSHO","220101695 PRESSURE GUAGE(MONEL)(0-250 KG/CM2)6""DI*",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220101695 PRESSURE GUAGE(MONEL)(0-250 KG/CM2)6""DI*11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,35466.67,INR,0,NO,"35,466.67",0
"11F2 SHP Process Complex, UT OFFSHO",211109195 VALVE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211109195 VALVE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"35,358.70",35358.7
"11F2 SHP Process Complex, UT OFFSHO",270008097 NON METALLIC BLOW FAN,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270008097 NON METALLIC BLOW FAN11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,2,NO,35352.62,INR,0,NO,"35,352.62",0
"11F2 SHP Process Complex, UT OFFSHO",270001541 AUX.SAFETY LATCH,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270001541 AUX.SAFETY LATCH11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"35,140.98",35140.98
"11F2 SHP Process Complex, UT OFFSHO",270001541 AUX.SAFETY LATCH,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO270001541 AUX.SAFETY LATCH11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,3,NO,35140.98,INR,0,NO,"35,140.98",0
"11F2 SHP Process Complex, UT OFFSHO","270000815 ROD ,HANDLE SWING LOCK",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO270000815 ROD ,HANDLE SWING LOCK11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"34,983.09",34983.09
"11F2 SHP Process Complex, UT OFFSHO",222011133 GLAND FOLLOWER,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO222011133 GLAND FOLLOWER11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,15,NO,576839.66,INR,0,NO,"34,959.98",-541879.68
"11F2 SHP Process Complex, UT OFFSHO","250007897 RUNNING TOOL FOR SLIP LOCK FOR 3-1/2""9.*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO250007897 RUNNING TOOL FOR SLIP LOCK FOR 3-1/2""9.*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,1,NO,34935.34,INR,0,NO,"34,935.34",0
"11F2 SHP Process Complex, UT OFFSHO","250007898 PULLING TOOL FOR SLIP LOCK FOR 3-1/2"" 9*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO250007898 PULLING TOOL FOR SLIP LOCK FOR 3-1/2"" 9*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,1,NO,34935.34,INR,0,NO,"34,935.34",0
"11F2 SHP Process Complex, UT OFFSHO","250007902 RUNNING TOOL FOR SLIP LOCK FOR 2-7/8"" 6*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO250007902 RUNNING TOOL FOR SLIP LOCK FOR 2-7/8"" 6*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,1,NO,34935.34,INR,0,NO,"34,935.34",0
"11F2 SHP Process Complex, UT OFFSHO","250007903 PULLING TOOL FOR SLIP LOCK FOR 2-7/8""6.*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO250007903 PULLING TOOL FOR SLIP LOCK FOR 2-7/8""6.*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,1,NO,34935.34,INR,0,NO,"34,935.34",0
"11F2 SHP Process Complex, UT OFFSHO",222011132 THROAT BUSHING,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO222011132 THROAT BUSHING11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,15,NO,592097.19,INR,0,NO,"34,883.24",-557213.95
"11F2 SHP Process Complex, UT OFFSHO",220011570 GASKET,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220011570 GASKET11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,6,NO,34658.75,INR,0,NO,"34,658.75",0
"11F2 SHP Process Complex, UT OFFSHO",215434537 JOINT AS TUBE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO215434537 JOINT AS TUBE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"34,567.93",34567.93
"11F2 SHP Process Complex, UT OFFSHO","220806154 LOCK FOR 2.23""LN",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220806154 LOCK FOR 2.23""LN11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,34255.27,INR,0,NO,"34,255.27",0
"11F2 SHP Process Complex, UT OFFSHO",370205172 STRAINER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO370205172 STRAINER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,3,NO,34035.6,INR,0,NO,"34,035.60",0
"11F2 SHP Process Complex, UT OFFSHO",211543392 FLANGE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211543392 FLANGE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"34,015.39",34015.39
"11F2 SHP Process Complex, UT OFFSHO",211009023 ADAPTOR,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO211009023 ADAPTOR11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"33,997.84",33997.84
"11F2 SHP Process Complex, UT OFFSHO",210013756 VALVE SEAT INSERT EXHAUST,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO210013756 VALVE SEAT INSERT EXHAUST11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",24,NO,33901.91,INR,0,NO,"33,901.91",0
"11F2 SHP Process Complex, UT OFFSHO",400001603 THERMAL DETECTORS,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO400001603 THERMAL DETECTORS11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,40        Fire And Safety-MOP,0,NO,0,INR,0,NO,"33,780.40",33780.4
"11F2 SHP Process Complex, UT OFFSHO","220051640 STANDING VALVE FOR 2-7/8"" X 2.25"" EUE 6*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051640 STANDING VALVE FOR 2-7/8"" X 2.25"" EUE 6*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,33720.63,INR,0,NO,"33,720.63",0
"11F2 SHP Process Complex, UT OFFSHO",221445311 O-RING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221445311 O-RING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,NO,33567.73,INR,0,NO,"33,567.73",0
"11F2 SHP Process Complex, UT OFFSHO",220086619 COUPLING LOCK NUT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220086619 COUPLING LOCK NUT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,33497.01,INR,0,NO,"33,497.01",0
